function_name,execution_time,memory_used_mb,memory_peak_mb,timestamp
model_fitting,0.017481327056884766,0.0234375,149.08203125,2025-07-27 08:18:36.118532
model_fitting,0.013464927673339844,0.0,149.08203125,2025-07-27 08:18:36.145220
model_fitting,0.015715599060058594,0.00390625,149.0859375,2025-07-27 08:18:36.173262
model_fitting,0.006123781204223633,0.00390625,149.08984375,2025-07-27 08:18:36.195785
model_fitting,0.00671839714050293,0.0,149.08984375,2025-07-27 08:18:36.203832
model_fitting,0.004971027374267578,0.0,149.08984375,2025-07-27 08:18:36.209424
model_fitting,0.01738429069519043,0.00390625,149.09375,2025-07-27 08:18:36.227299
model_fitting,0.017794132232666016,0.01953125,149.1171875,2025-07-27 08:18:36.257758
model_fitting,0.015144109725952148,0.0390625,149.16015625,2025-07-27 08:18:36.284769
model_fitting,0.011126995086669922,0.0078125,149.16796875,2025-07-27 08:18:36.304585
model_fitting,0.021095991134643555,0.0,149.19140625,2025-07-27 08:18:38.671173
model_fitting,0.026734590530395508,0.0,149.19140625,2025-07-27 08:18:38.717159
model_fitting,0.014195442199707031,0.0,149.1953125,2025-07-27 08:18:38.746032
model_fitting,0.022093534469604492,0.0,149.1953125,2025-07-27 08:18:38.782410
model_fitting,0.016562938690185547,0.0,149.1953125,2025-07-27 08:18:38.817756
model_fitting,0.015655040740966797,0.0,149.1953125,2025-07-27 08:18:38.845010
